HeatNo|QualNo|CustID|CustVer|InternalVer|Cr_Final|Ni_Final|Mo_Final|V_Final|W_Final|TotalIngotsWeight|Last_EOP|Cr_Last_EOP|Ni_Last_EOP|Mo_Last_EOP|V_Last_EOP|W_Last_EOP
86441|834|91|2|1|11.9|0.16|0.74|0.96|0.03|47600.0|2.0|10.31|0.14|0.49|0.293|0.02
86442|834|57|3|1|11.26|0.16|0.73|0.75|0.03|49440.0|2.0|10.87|0.14|0.51|0.285|0.02
86443|834|84|2|2|11.26|0.12|0.74|0.76|0.03|46035.0|2.0|10.55|0.11|0.62|0.283|0.03
86450|834|57|3|25|11.6|0.12|0.75|0.94|0.04|48830.0|3.0|11.48|0.12|0.52|0.325|0.03
86451|834|84|2|2|11.23|0.13|0.75|0.78|0.04|44210.0|2.0|11.05|0.13|0.59|0.307|0.03
86475|834|57|3|4|11.49|0.16|0.75|0.94|0.04|43810.0|2.0|10.11|0.16|0.73|0.343|0.04
86476|834|84|2|2|11.4|0.14|0.74|0.75|0.03|47070.0|3.0|10.79|0.14|0.69|0.454|0.02
86477|834|79|2|1|11.7|0.07|0.75|0.96|0.0|48160.0|2.0|10.87|0.06|0.77|0.123|0.01
86484|834|57|3|1|11.33|0.16|0.75|0.75|0.07|47380.0|2.0|10.22|0.16|0.65|0.289|0.07
86487|834|57|3|25|11.43|0.16|0.75|0.96|0.04|46080.0|2.0|10.32|0.15|0.75|0.41|0.04
86489|834|57|3|24|11.37|0.17|0.73|0.73|0.04|47610.0|2.0|9.32|0.15|0.72|0.49|0.04
86490|834|92|1|13|11.95|0.18|0.76|0.99|0.03|43800.0|2.0|10.68|0.16|0.72|0.226|0.01
86491|834|99|2|2|11.31|0.17|0.74|0.78|0.05|44420.0|2.0|9.62|0.15|0.61|0.379|0.06
86493|834|92|1|2|11.75|0.14|0.85|0.82|0.03|46680.0|2.0|10.48|0.13|0.56|0.272|0.03
86504|834|84|2|1|11.64|0.12|0.76|0.78|0.02|47360.0|2.0|10.27|0.11|0.58|0.189|0.01
86556|834|57|3|24|11.46|0.16|0.73|0.75|0.08|45820.0|2.0|10.96|0.16|0.58|0.371|0.08
86562|834|57|3|1|11.42|0.18|0.76|0.77|0.05|50400.0|2.0|9.79|0.14|0.77|0.427|0.04
86563|834|93|2|1|11.28|0.2|0.77|0.67|0.07|47380.0|3.0|9.67|0.19|0.75|0.509|0.07
86565|834|57|3|24|11.3|0.15|0.75|0.75|0.06|44240.0|2.0|10.65|0.14|0.63|0.453|0.05
86574|834|57|3|1|11.45|0.18|0.75|0.77|0.06|49440.0|3.0|10.14|0.17|0.72|0.375|0.04
86578|834|57|3|4|11.42|0.16|0.77|0.95|0.06|43680.0|2.0|11.08|0.15|0.65|0.441|0.05
86580|834|57|3|24|11.4|0.15|0.74|0.74|0.03|42660.0|2.0|11.69|0.14|0.62|0.385|0.02
86588|834|91|2|8|11.92|0.18|0.74|0.95|0.03|41560.0|2.0|12.02|0.19|0.66|0.432|0.03
86598|834|91|2|5|11.95|0.12|0.75|0.96|0.03|44850.0|3.0|11.69|0.12|0.65|0.225|0.01
86602|834|99|2|3|11.25|0.13|0.74|0.94|0.06|45980.0|2.0|10.08|0.11|0.57|0.259|0.07
86603|834|57|3|1|11.47|0.12|0.78|0.78|0.05|47380.0|2.0|10.53|0.11|0.7|0.277|0.06
86613|834|57|3|1|11.32|0.14|0.74|0.77|0.04|50400.0|2.0|10.64|0.12|0.61|0.22|0.04
86614|834|57|3|1|11.36|0.15|0.73|0.75|0.04|49440.0|2.0|10.19|0.13|0.57|0.226|0.04
86615|834|91|2|5|11.72|0.12|0.74|0.92|0.04|45550.0|2.0|10.49|0.12|0.58|0.224|0.04
86616|834|57|3|3|11.28|0.12|0.74|0.76|0.05|43680.0|3.0|10.62|0.11|0.48|0.258|0.05
86626|834|57|3|1|11.6|0.13|0.75|0.75|0.04|50400.0|2.0|11.0|0.12|0.68|0.186|0.02
86627|834|99|2|1|11.45|0.17|0.74|0.76|0.05|47360.0|3.0|11.06|0.16|0.72|0.164|0.03
86632|834|92|1|2|11.63|0.13|0.84|0.9|0.04|43800.0|2.0|10.73|0.11|0.55|0.249|0.03
86633|834|57|3|24|11.36|0.13|0.75|0.75|0.08|44240.0|3.0|10.38|0.1|0.81|0.11|0.06
86640|834|57|3|1|11.28|0.07|0.75|0.78|0.01|47380.0|3.0|9.37|0.05|0.79|0.0713|0.01
86641|834|99|2|1|11.4|0.07|0.83|0.75|0.01|47360.0|3.0|10.82|0.05|0.87|0.0813|0.01
86650|834|99|2|3|11.2|0.15|0.76|0.94|0.03|43700.0|2.0|10.81|0.16|0.5|0.224|0.02
86659|834|57|3|24|11.45|0.07|0.76|0.74|0.0|45030.0|2.0|9.92|0.05|0.73|0.0582|0.01
86660|834|57|3|24|11.39|0.09|0.73|0.71|0.01|42660.0|2.0|10.58|0.07|0.77|0.0815|0.01
86669|834|57|3|24|11.36|0.16|0.76|0.72|0.04|43800.0|2.0|0.0|0.0|0.0|0.0|0.0
86670|834|57|3|24|11.44|0.12|0.75|0.74|0.03|43800.0|2.0|10.39|0.11|0.58|0.353|0.02
86671|834|91|2|5|11.66|0.14|0.74|0.95|0.05|45500.0|2.0|10.81|0.13|0.66|0.352|0.03
86672|834|91|2|5|11.74|0.14|0.74|0.95|0.02|46510.0|2.0|9.3|0.13|0.64|0.337|0.01
86699|834|57|3|24|11.35|0.14|0.73|0.72|0.03|44240.0|2.0|10.06|0.12|0.55|0.193|0.02
86706|834|91|2|1|11.59|0.13|0.72|0.91|0.03|49440.0|3.0|10.63|0.11|0.57|0.178|0.01
86707|834|99|2|3|11.44|0.13|0.74|0.91|0.04|44850.0|2.0|10.48|0.12|0.74|0.286|0.03
86717|834|57|3|24|11.46|0.13|0.76|0.76|0.03|43450.0|3.0|10.02|0.11|0.57|0.183|0.02
86725|834|99|2|1|11.45|0.15|0.77|0.78|0.03|49000.0|2.0|11.03|0.14|0.53|0.21|0.01
86726|834|99|2|1|11.33|0.12|0.74|0.75|0.03|46350.0|2.0|10.25|0.11|0.75|0.245|0.01
86727|834|99|2|2|11.3|0.14|0.73|0.73|0.04|44390.0|2.0|9.99|0.12|0.6|0.286|0.03
86735|834|99|2|6|11.38|0.16|0.75|0.93|0.01|47360.0|2.0|9.58|0.14|0.63|0.182|0.01
86736|834|99|2|1|11.31|0.17|0.75|0.75|0.02|47380.0|2.0|10.08|0.15|0.49|0.196|0.02
86737|834|99|2|3|11.58|0.16|0.75|0.94|0.03|45160.0|2.0|10.31|0.16|0.7|0.204|0.01
86738|834|57|3|24|11.51|0.15|0.77|0.74|0.03|46610.0|2.0|10.17|0.14|0.75|0.194|0.01
86743|834|99|2|1|11.44|0.17|0.71|0.79|0.02|47600.0|2.0|11.06|0.15|0.55|0.213|0.01
86744|834|99|2|1|11.4|0.17|0.77|0.78|0.03|47380.0|2.0|10.82|0.16|0.59|0.251|0.02
86750|834|91|2|5|11.83|0.18|0.75|0.95|0.08|46960.0|2.0|9.9|0.16|0.69|0.326|0.06
86774|834|92|1|22|11.66|0.08|0.73|0.95|0.01|49000.0|2.0|9.5|0.07|0.81|0.0631|0.01
86775|834|99|2|1|11.48|0.15|0.78|0.78|0.03|47380.0|2.0|9.47|0.15|0.71|0.282|0.02
86779|834|99|2|3|11.23|0.16|0.73|0.92|0.05|46190.0|2.0|10.13|0.15|0.6|0.304|0.04
86805|834|99|2|1|11.23|0.16|0.77|0.78|0.04|50400.0|2.0|9.75|0.18|0.66|0.273|0.02
86806|834|99|2|1|11.42|0.15|0.75|0.76|0.04|47380.0|2.0|11.23|0.17|0.56|0.348|0.03
86811|834|99|2|1|11.3|0.16|0.74|0.76|0.04|48960.0|2.0|10.51|0.18|0.67|0.285|0.02
86812|834|57|3|24|11.52|0.18|0.73|0.72|0.05|44240.0|2.0|10.39|0.17|0.65|0.314|0.03
86821|834|99|2|1|11.4|0.15|0.75|0.76|0.06|49440.0|2.0|10.64|0.14|0.49|0.291|0.05
86831|834|99|2|3|11.32|0.17|0.75|0.93|0.03|43740.0|2.0|10.71|0.16|0.62|0.38|0.01
86839|834|99|2|39|11.4|0.08|0.77|0.97|0.01|47360.0|2.0|9.76|0.06|0.71|0.108|0.01
86849|834|92|1|2|11.68|0.08|0.82|0.82|0.01|43800.0|2.0|9.97|0.07|0.73|0.0737|0.01
86854|834|99|2|1|11.41|0.2|0.76|0.77|0.05|49440.0|2.0|10.56|0.21|0.63|0.271|0.03
86855|834|99|2|1|11.26|0.16|0.75|0.76|0.03|49440.0|2.0|10.72|0.17|0.63|0.293|0.01
86859|834|99|2|3|11.39|0.15|0.77|0.94|0.04|43450.0|2.0|8.96|0.15|0.73|0.243|0.01
86860|834|57|3|24|11.39|0.15|0.74|0.75|0.03|47400.0|2.0|10.03|0.15|0.62|0.296|0.01
86886|834|99|2|1|11.34|0.18|0.74|0.77|0.03|49440.0|2.0|10.57|0.18|0.56|0.28|0.01
86888|834|99|2|3|11.3|0.17|0.74|0.98|0.02|45210.0|2.0|10.33|0.17|0.65|0.267|0.01
86912|834|99|2|3|11.38|0.16|0.76|0.94|0.02|43680.0|2.0|10.47|0.15|0.61|0.208|0.01
86922|834|57|3|1|11.38|0.14|0.75|0.75|0.05|49440.0|2.0|10.61|0.12|0.62|0.268|0.02
86923|834|93|2|2|11.44|0.15|0.75|0.66|0.04|43880.0|2.0|10.56|0.16|0.6|0.29|0.02
86931|834|57|3|1|11.43|0.15|0.75|0.74|0.03|48410.0|2.0|10.86|0.15|0.64|0.225|0.02
86948|834|99|2|3|11.57|0.14|0.78|0.93|0.03|47320.0|3.0|10.25|0.14|0.64|0.248|0.02
86954|834|57|3|26|11.3|0.14|0.78|0.86|0.03|43800.0|2.0|10.81|0.15|0.52|0.291|0.03
86957|834|57|3|1|11.51|0.13|0.74|0.75|0.03|51800.0|2.0|9.5|0.13|0.55|0.206|0.02
86965|834|93|2|2|11.3|0.15|0.72|0.66|0.1|45540.0|2.0|9.98|0.15|0.64|0.284|0.06
86971|834|57|3|1|11.36|0.16|0.76|0.77|0.07|50400.0|2.0|10.16|0.15|0.63|0.239|0.05
86972|834|57|3|1|11.47|0.23|0.79|0.8|0.06|49440.0|2.0|0.0|0.0|0.0|0.0|0.0
86983|834|57|3|1|11.43|0.17|0.79|0.79|0.06|50400.0|2.0|10.88|0.17|0.62|0.258|0.04
87001|834|57|3|4|11.48|0.14|0.74|0.95|0.05|44850.0|3.0|10.36|0.13|0.55|0.24|0.07
87007|834|57|3|4|11.56|0.13|0.75|0.95|0.04|48030.0|3.0|10.04|0.12|0.7|0.244|0.02
87039|834|99|2|3|11.3|0.16|0.75|0.93|0.04|43800.0|3.0|10.52|0.16|0.55|0.224|0.02
87040|834|92|1|23|11.7|0.09|0.85|0.91|0.01|47380.0|2.0|11.06|0.08|0.95|0.101|0.01
87041|834|92|1|23|11.59|0.07|0.83|0.94|0.0|47380.0|2.0|10.92|0.06|0.78|0.0886|0.01
87053|834|99|2|2|11.49|0.2|0.76|0.76|0.08|44420.0|2.0|11.6|0.2|0.62|0.281|0.08
87074|834|93|2|2|11.26|0.07|0.73|0.66|0.0|48150.0|2.0|10.28|0.06|0.73|0.0731|0.01
87075|834|99|2|35|11.38|0.14|0.72|0.82|0.08|46260.0|2.0|9.95|0.13|0.71|0.246|0.07
87093|834|92|1|4|11.75|0.12|0.87|0.97|0.04|47120.0|2.0|10.7|0.11|0.64|0.296|0.02
87094|834|57|3|1|11.48|0.17|0.74|0.75|0.06|49440.0|2.0|10.36|0.18|0.62|0.248|0.04
87095|834|57|3|4|11.52|0.14|0.73|0.97|0.09|46780.0|2.0|0.0|0.0|0.0|0.0|0.0
87096|834|57|3|24|11.47|0.14|0.74|0.73|0.1|46610.0|2.0|10.61|0.14|0.43|0.304|0.1
87116|834|57|3|24|11.55|0.15|0.75|0.77|0.08|46610.0|2.0|11.37|0.15|0.83|0.296|0.08
87119|834|57|3|1|11.46|0.11|0.74|0.76|0.05|48410.0|2.0|10.99|0.12|0.34|0.263|0.05
87124|834|92|1|24|11.74|0.19|0.85|0.85|0.06|43800.0|2.0|9.86|0.19|0.74|0.239|0.04
87133|834|57|3|4|11.34|0.12|0.77|0.93|0.07|48000.0|2.0|10.76|0.13|0.53|0.24|0.05
87137|834|57|3|1|11.47|0.21|0.77|0.76|0.04|49440.0|2.0|10.51|0.19|0.62|0.233|0.03
87138|834|57|3|1|11.59|0.15|0.77|0.76|0.07|49000.0|2.0|10.72|0.14|0.57|0.27|0.07
87139|834|57|3|4|11.43|0.14|0.74|0.94|0.07|45420.0|2.0|9.43|0.12|0.55|0.235|0.06
87150|834|57|3|4|11.43|0.16|0.75|0.95|0.06|43720.0|2.0|11.53|0.14|0.6|0.27|0.04
87153|834|57|3|1|11.4|0.15|0.75|0.76|0.07|49440.0|2.0|10.1|0.13|0.65|0.323|0.06
87169|834|57|3|4|11.44|0.19|0.75|0.93|0.09|48020.0|2.0|10.43|0.19|0.77|0.301|0.08
87170|834|99|2|3|11.33|0.17|0.72|0.92|0.09|44590.0|2.0|10.86|0.17|0.53|0.296|0.08
87194|834|99|2|1|11.18|0.14|0.73|0.75|0.11|47380.0|2.0|10.61|0.13|0.74|0.313|0.1
87209|834|57|3|4|11.18|0.16|0.75|0.95|0.09|43800.0|2.0|10.6|0.14|0.56|0.318|0.08
87210|834|99|2|3|11.24|0.14|0.73|0.96|0.07|49440.0|2.0|11.16|0.12|0.62|0.313|0.06
87212|834|57|3|24|11.45|0.25|0.76|0.76|0.11|42660.0|2.0|11.02|0.24|0.6|0.278|0.08
87217|834|99|2|1|11.38|0.19|0.77|0.76|0.09|47380.0|2.0|10.39|0.18|0.7|0.241|0.07
87218|834|99|2|1|11.33|0.19|0.75|0.74|0.07|48410.0|2.0|9.93|0.17|0.72|0.219|0.05
87229|834|99|2|3|11.38|0.17|0.72|0.91|0.12|55970.0|3.0|9.14|0.16|0.66|0.218|0.1
87231|834|99|2|3|11.37|0.17|0.76|0.93|0.08|46280.0|2.0|10.65|0.16|0.6|0.228|0.06
87232|834|99|2|3|11.39|0.14|0.75|0.95|0.07|48060.0|2.0|11.09|0.14|0.53|0.262|0.05
87250|834|57|3|4|11.42|0.15|0.75|0.96|0.05|45040.0|1.0|10.25|0.13|0.34|0.272|0.04
87259|834|99|2|1|11.29|0.13|0.75|0.77|0.04|49440.0|2.0|11.03|0.11|0.66|0.134|0.02
87260|834|99|2|1|11.7|0.13|0.77|0.74|0.03|47380.0|2.0|10.07|0.11|0.6|0.124|0.01
87261|834|57|3|4|11.38|0.13|0.73|0.9|0.04|43040.0|2.0|9.88|0.12|0.57|0.139|0.02
87264|834|99|2|2|11.45|0.15|0.79|0.8|0.14|48000.0|2.0|10.06|0.14|0.54|0.27|0.13
87265|834|99|2|1|11.23|0.18|0.76|0.77|0.15|49000.0|2.0|10.77|0.18|0.62|0.299|0.12
87266|834|99|2|1|11.35|0.16|0.73|0.73|0.08|48410.0|2.0|9.96|0.16|0.62|0.252|0.05
87281|834|99|2|1|11.41|0.13|0.76|0.77|0.04|49440.0|2.0|11.15|0.12|0.54|0.264|0.02
87310|834|93|2|2|11.28|0.16|0.76|0.66|0.08|44560.0|2.0|0.0|0.0|0.0|0.0|0.0
87330|834|99|2|3|11.47|0.15|0.76|0.99|0.08|47470.0|2.0|10.0|0.14|0.46|0.275|0.07
87352|834|99|2|2|11.25|0.14|0.73|0.75|0.05|45210.0|2.0|10.83|0.13|0.61|0.318|0.04
87360|834|99|2|1|11.4|0.14|0.74|0.76|0.09|44880.0|1.0|10.93|0.14|0.43|0.34|0.11
87362|834|57|3|4|11.4|0.15|0.74|0.96|0.08|46610.0|2.0|9.96|0.13|0.63|0.248|0.08
87374|834|57|3|4|11.49|0.13|0.76|0.94|0.09|45250.0|2.0|10.67|0.12|0.67|0.263|0.07
87381|834|57|3|1|11.18|0.15|0.76|0.77|0.08|47360.0|2.0|10.46|0.14|0.66|0.326|0.07
87382|834|57|3|24|11.39|0.16|0.74|0.74|0.08|41080.0|2.0|11.21|0.15|0.45|0.319|0.07
87389|834|57|3|24|11.42|0.17|0.76|0.76|0.06|45030.0|2.0|10.16|0.14|0.45|0.268|0.05
87396|834|99|2|1|11.37|0.13|0.73|0.76|0.04|49000.0|2.0|10.27|0.11|0.69|0.205|0.03
87397|834|57|3|1|11.4|0.13|0.75|0.74|0.05|48960.0|2.0|10.28|0.11|0.61|0.255|0.04
87398|834|99|2|40|11.32|0.11|0.74|0.94|0.05|46540.0|2.0|10.33|0.1|0.59|0.227|0.04
87409|834|99|2|1|11.2|0.13|0.72|0.72|0.05|47360.0|2.0|10.04|0.11|0.65|0.22|0.02
87418|834|92|1|21|11.66|0.16|0.75|0.93|0.05|50400.0|2.0|11.27|0.14|0.63|0.254|0.03
87419|834|99|2|3|11.36|0.17|0.76|0.94|0.1|47650.0|2.0|10.77|0.17|0.68|0.273|0.08
87429|834|99|2|1|11.35|0.19|0.73|0.74|0.09|50940.0|2.0|10.19|0.18|0.59|0.203|0.07
87431|834|57|3|4|11.49|0.15|0.73|0.92|0.07|49330.0|2.0|12.27|0.15|0.52|0.243|0.05
87438|834|99|2|1|11.38|0.16|0.74|0.74|0.04|47360.0|2.0|10.51|0.14|0.74|0.249|0.01
87445|834|99|2|1|11.35|0.19|0.77|0.79|0.05|50400.0|2.0|10.74|0.19|0.68|0.197|0.04
87446|834|99|2|3|11.42|0.14|0.76|0.95|0.05|43060.0|2.0|10.86|0.14|0.62|0.248|0.04
87447|834|99|2|1|11.35|0.14|0.75|0.77|0.05|47380.0|2.0|9.42|0.14|0.45|0.213|0.04
87457|834|57|3|24|11.43|0.18|0.75|0.74|0.03|37920.0|2.0|9.44|0.16|0.63|0.164|0.01
87461|834|57|3|7|11.45|0.13|0.75|0.94|0.06|47380.0|2.0|9.97|0.12|0.66|0.261|0.04
87471|834|55|2|7|11.35|0.15|0.73|0.94|0.05|48000.0|2.0|10.45|0.14|0.55|0.249|0.02
87472|834|99|2|3|11.4|0.13|0.75|0.95|0.04|45800.0|2.0|10.58|0.12|0.51|0.267|0.02
87489|834|57|3|4|11.39|0.13|0.75|0.95|0.04|46660.0|2.0|10.87|0.11|0.61|0.269|0.01
87490|834|99|2|1|11.4|0.11|0.74|0.76|0.04|47600.0|3.0|11.6|0.1|0.4|0.289|0.02
87491|834|99|2|41|11.3|0.14|0.74|0.93|0.05|46920.0|2.0|10.57|0.13|0.61|0.318|0.02
87492|834|99|2|3|11.42|0.12|0.74|0.94|0.08|48960.0|2.0|10.48|0.11|0.61|0.289|0.05
87510|834|99|2|1|11.45|0.15|0.73|0.74|0.1|47380.0|2.0|10.07|0.13|0.29|0.246|0.07
87511|834|99|2|3|11.35|0.14|0.75|0.98|0.07|48060.0|2.0|9.34|0.13|0.38|0.278|0.05
87524|834|57|3|4|11.43|0.13|0.75|0.94|0.07|45210.0|3.0|9.99|0.12|0.58|0.264|0.05
87539|834|99|2|1|11.42|0.18|0.76|0.77|0.11|46350.0|2.0|10.81|0.16|0.69|0.265|0.1
87540|834|57|3|1|11.39|0.14|0.75|0.73|0.05|47380.0|2.0|10.6|0.13|0.63|0.284|0.03
87544|834|99|2|3|11.47|0.12|0.74|0.92|0.1|45360.0|2.0|10.22|0.11|0.7|0.271|0.08
87554|834|57|3|4|11.46|0.14|0.77|0.95|0.05|48000.0|2.0|9.86|0.12|0.33|0.194|0.03
87573|834|99|2|38|11.32|0.16|0.73|0.73|0.06|49440.0|2.0|10.63|0.14|0.64|0.222|0.03
87574|834|99|2|1|11.35|0.18|0.78|0.77|0.08|45320.0|2.0|0.0|0.0|0.0|0.0|0.0
87575|834|57|3|4|11.43|0.18|0.77|0.95|0.11|44850.0|2.0|10.9|0.16|0.64|0.256|0.08
87577|834|57|3|4|11.21|0.17|0.73|0.92|0.09|43600.0|2.0|10.14|0.16|0.45|0.238|0.08
87584|834|99|2|42|12.4|0.14|0.96|0.75|0.04|49440.0|2.0|9.48|0.12|0.92|0.298|0.01
87585|834|99|2|1|11.35|0.15|0.74|0.76|0.04|47380.0|2.0|11.16|0.11|0.7|0.352|0.01
87594|834|99|2|3|11.4|0.17|0.73|0.94|0.04|44420.0|2.0|10.63|0.15|0.72|0.295|0.01
87604|834|57|3|4|11.42|0.14|0.73|0.94|0.03|45840.0|2.0|10.69|0.12|0.54|0.267|0.01
87623|834|99|2|1|11.54|0.14|0.74|0.76|0.05|47600.0|2.0|11.23|0.13|0.74|0.218|0.02
87624|834|99|2|1|11.58|0.13|0.74|0.76|0.03|43260.0|2.0|11.22|0.13|0.76|0.236|0.01
87626|834|99|2|3|11.44|0.11|0.74|0.92|0.03|44130.0|2.0|12.0|0.11|0.29|0.229|0.02
87636|834|99|2|38|11.35|0.16|0.75|0.79|0.06|48410.0|2.0|11.55|0.15|0.54|0.276|0.04
87637|834|57|3|4|11.62|0.14|0.77|0.95|0.07|43700.0|2.0|10.63|0.13|0.61|0.319|0.06
87638|834|99|2|2|11.33|0.15|0.73|0.75|0.05|45210.0|2.0|8.79|0.15|0.6|0.273|0.04
87654|834|57|3|4|11.3|0.18|0.73|0.93|0.03|44050.0|2.0|10.86|0.16|0.4|0.317|0.01
87661|834|57|3|4|11.4|0.18|0.74|0.94|0.03|48780.0|2.0|10.01|0.15|0.59|0.254|0.01
87669|834|99|2|1|11.35|0.12|0.75|0.77|0.01|48410.0|2.0|9.56|0.11|0.61|0.118|0.01
87670|834|99|2|38|11.32|0.14|0.73|0.73|0.02|47380.0|2.0|9.94|0.14|0.38|0.232|0.01
87671|834|57|3|4|11.6|0.13|0.74|0.96|0.03|44400.0|2.0|11.47|0.13|0.55|0.225|0.02
87679|834|57|3|1|11.5|0.13|0.75|0.76|0.03|49440.0|2.0|10.62|0.12|0.63|0.26|0.01
87680|834|57|3|4|11.48|0.13|0.76|0.91|0.04|44400.0|2.0|0.0|0.0|0.0|0.0|0.0
87691|834|57|3|4|11.37|0.14|0.76|0.95|0.05|44850.0|2.0|12.05|0.14|0.54|0.291|0.05
87719|834|57|3|4|11.42|0.18|0.72|0.92|0.03|48000.0|2.0|9.4|0.16|0.66|0.288|0.02
87720|834|57|3|4|11.52|0.17|0.74|0.95|0.04|43060.0|2.0|10.11|0.16|0.67|0.388|0.03
87735|834|92|1|22|11.65|0.24|0.73|0.96|0.09|50400.0|2.0|9.26|0.23|0.62|0.261|0.09
87736|834|57|3|1|11.44|0.16|0.74|0.76|0.05|47360.0|2.0|11.76|0.15|0.66|0.414|0.05
87737|834|57|3|4|11.29|0.22|0.73|0.95|0.07|47450.0|2.0|10.86|0.21|0.64|0.374|0.06
87744|834|57|3|4|11.38|0.15|0.78|0.93|0.14|47650.0|2.0|10.62|0.13|0.7|0.409|0.13
87745|834|99|2|3|11.33|0.16|0.73|0.94|0.09|43800.0|2.0|11.13|0.15|0.72|0.48|0.08
87751|834|99|2|1|11.46|0.18|0.75|0.77|0.06|46350.0|2.0|10.35|0.16|0.7|0.435|0.05
87754|834|99|2|3|11.4|0.17|0.75|0.95|0.11|47300.0|2.0|11.16|0.16|0.72|0.296|0.11
87758|834|57|3|4|11.41|0.17|0.72|0.91|0.03|53920.0|2.0|10.2|0.16|0.64|0.316|0.02
87780|834|57|3|4|11.37|0.14|0.77|0.97|0.03|48000.0|2.0|10.77|0.14|0.69|0.334|0.02
87781|834|55|2|1|11.49|0.15|0.75|0.77|0.08|49440.0|2.0|10.91|0.16|0.64|0.387|0.08
87782|834|57|3|1|11.48|0.18|0.75|0.77|0.05|46920.0|2.0|10.77|0.19|0.61|0.384|0.05
87812|834|55|2|7|11.3|0.2|0.74|0.92|0.06|45890.0|2.0|11.24|0.19|0.74|0.277|0.04
87817|834|99|2|1|11.25|0.22|0.77|0.75|0.07|48410.0|2.0|10.41|0.19|0.52|0.283|0.06
87827|834|99|2|1|11.46|0.19|0.76|0.77|0.05|49000.0|2.0|10.93|0.17|0.59|0.294|0.05
87828|834|99|2|38|11.44|0.17|0.74|0.77|0.08|45320.0|2.0|10.57|0.15|0.69|0.287|0.07
87833|834|99|2|1|11.35|0.16|0.75|0.76|0.06|49440.0|2.0|9.99|0.13|0.76|0.358|0.04
87884|834|57|3|4|11.32|0.17|0.74|0.94|0.05|48000.0|2.0|9.51|0.17|0.66|0.353|0.04
87894|834|57|3|24|11.22|0.17|0.74|0.74|0.07|51350.0|2.0|10.04|0.16|0.63|0.317|0.05
87901|834|99|2|1|11.4|0.2|0.75|0.78|0.05|47360.0|2.0|10.69|0.19|0.6|0.292|0.03
87903|834|57|3|4|11.2|0.18|0.74|0.95|0.05|47400.0|2.0|10.76|0.17|0.51|0.418|0.03
87922|834|99|2|2|11.36|0.21|0.74|0.75|0.05|48000.0|2.0|10.2|0.21|0.68|0.307|0.04
87987|834|57|3|1|11.4|0.17|0.74|0.76|0.05|43260.0|2.0|10.63|0.16|0.74|0.388|0.02
88013|834|99|2|3|11.38|0.19|0.73|0.93|0.04|44850.0|2.0|9.55|0.18|0.7|0.318|0.04
88035|834|57|3|24|11.4|0.21|0.74|0.73|0.04|45820.0|2.0|10.25|0.2|0.63|0.279|0.03
88057|834|57|3|4|11.31|0.18|0.71|0.91|0.05|44330.0|2.0|10.5|0.17|0.64|0.357|0.04
88075|834|57|3|1|11.46|0.18|0.74|0.79|0.13|48410.0|2.0|10.88|0.17|0.64|0.272|0.11
88076|834|57|3|24|11.44|0.18|0.73|0.75|0.09|45820.0|2.0|10.21|0.18|0.7|0.276|0.06
88082|834|58|2|2|11.89|0.21|0.75|0.95|0.05|43060.0|2.0|10.22|0.21|0.74|0.321|0.03
88083|834|57|3|24|11.65|0.19|0.73|0.74|0.06|43800.0|2.0|11.57|0.19|0.8|0.447|0.03
88084|834|57|3|1|11.46|0.2|0.75|0.76|0.05|49000.0|2.0|11.42|0.19|0.78|0.435|0.02
88085|834|57|3|1|11.73|0.18|0.77|0.78|0.09|45320.0|3.0|11.85|0.17|0.81|0.483|0.06
88115|834|57|3|1|11.35|0.18|0.74|0.76|0.05|49000.0|2.0|10.49|0.18|0.72|0.358|0.03
88143|834|79|2|2|11.65|0.23|0.72|0.93|0.05|43740.0|2.0|9.85|0.23|0.68|0.339|0.07
88155|834|57|3|4|11.48|0.19|0.76|0.92|0.1|45210.0|2.0|10.96|0.19|0.66|0.371|0.08
88172|834|55|2|7|11.56|0.19|0.78|0.91|0.05|44100.0|3.0|11.45|0.2|0.71|0.433|0.03
88173|834|57|3|4|11.5|0.19|0.77|0.92|0.05|46660.0|2.0|10.43|0.19|0.76|0.342|0.03
88188|834|57|3|4|11.52|0.18|0.75|0.97|0.14|48000.0|2.0|10.83|0.17|0.78|0.417|0.12
88207|834|57|3|3|11.37|0.18|0.74|0.77|0.05|46950.0|3.0|10.94|0.17|0.72|0.38|0.02
88210|834|57|3|1|11.6|0.19|0.76|0.75|0.06|49000.0|2.0|11.45|0.21|0.73|0.364|0.04
88211|834|57|3|28|12.3|0.23|0.96|0.77|0.08|47380.0|2.0|10.96|0.25|0.88|0.394|0.06
88237|834|99|2|3|11.33|0.23|0.73|0.93|0.04|40050.0|2.0|10.4|0.23|0.57|0.236|0.01
88238|834|99|2|3|11.31|0.21|0.73|0.91|0.05|48000.0|1.0|9.92|0.22|0.59|0.259|0.03
88266|834|99|2|3|11.35|0.09|0.73|0.95|0.05|44050.0|2.0|9.41|0.08|0.68|0.0753|0.02
88267|834|57|3|4|11.47|0.18|0.73|0.93|0.06|43800.0|2.0|10.04|0.17|0.62|0.313|0.03
88289|834|99|2|43|11.26|0.17|0.76|0.99|0.05|46030.0|2.0|9.7|0.16|0.75|0.256|0.03
88290|834|92|1|11|11.81|0.19|0.84|0.92|0.04|43010.0|2.0|10.91|0.18|0.81|0.451|0.02
